id_student,gender,Category(Mentor/Mentee/Both),Area,Degree,Course,Time zone,Availability time start,Availability time end
696634,F,1,Chemical Engineering,Undergraduate,,Pacific,9:00,17:00
696684,F,2,Physics,Undergraduate,,Australia,14:00,23:00
696692,F,3,Chemical Engineering,PhD,,Asia,14:00,17:00
696716,M,3,IT,Graduate,,Antarctica,11:00,23:00
696724,F,1,History,PhD,,North America,12:00,14:00
696799,F,2,Chemical Engineering,Undergraduate,,Africa,11:00,13:00
696803,F,1,Chemistry,Undergraduate,,North America,14:00,19:00
696804,F,2,Materials Science,PhD,,Australia,16:00,23:00
696844,F,3,Aerospace,PhD,,Antarctica,11:00,12:00
696850,F,2,Physics,Undergraduate,,Central,17:00,19:00
696890,F,1,History,Graduate,,Australia,12:00,14:00
697065,F,2,Chemical Engineering,Undergraduate,,Central,10:00,20:00
697119,F,1,Materials Science,PhD,,Australia,17:00,23:00
697136,F,1,History,PhD,,Asia,11:00,12:00
697148,F,3,Math,PhD,,Asia,10:00,15:00
697298,F,1,Aerospace,PhD,,Pacific,11:00,20:00
697319,F,1,IT,Graduate,,North America,19:00,23:00
697337,F,2,Geology,MS,,Asia,11:00,23:00
697345,F,1,IT,PhD,,Australia,20:00,23:00
697417,M,3,Math,Graduate,,Australia,13:00,23:00
697428,M,2,Chemical Engineering,MS,,Pacific,17:00,23:00
697514,F,1,Computer Science,Undergraduate,,Europe,14:00,23:00
697525,M,1,Physics,MS,,Europe,20:00,23:00
697542,F,1,Computer Science,Graduate,,Asia,11:00,16:00
697561,F,1,Geology,PhD,,Asia,11:00,17:00
697562,F,2,Computer Science,MS,,Asia,17:00,19:00
697574,M,3,Physics,MS,,Australia,10:00,11:00
697578,F,1,Materials Science,Graduate,,Pacific,12:00,15:00
697649,F,2,Aerospace,Graduate,,Europe,18:00,23:00
697653,F,1,Computer Science,MS,,Pacific,20:00,23:00
697754,F,2,Physics,Graduate,,Asia,19:00,23:00
697857,F,1,Materials Science,Undergraduate,,Africa,12:00,23:00
697868,F,1,IT,Undergraduate,,Asia,12:00,13:00
697893,F,1,Chemical Engineering,MS,,Australia,16:00,23:00
697909,F,1,IT,Graduate,,Asia,18:00,23:00
697912,M,2,Math,MS,,Central,16:00,19:00
697959,F,2,Aerospace,MS,,Central,20:00,23:00
697960,F,2,IT,Graduate,,North America,20:00,23:00
697964,F,3,Chemistry,PhD,,North America,11:00,12:00
698010,F,2,Geology,Undergraduate,,Central,18:00,23:00
698025,F,3,History,PhD,,North America,15:00,23:00
698170,F,1,IT,Undergraduate,,Europe,10:00,16:00
698180,F,2,Materials Science,Undergraduate,,Africa,10:00,14:00
698198,F,3,Chemistry,PhD,,Central,18:00,20:00
698199,F,3,Chemical Engineering,Undergraduate,,Central,12:00,16:00
698200,F,3,Computer Science,PhD,,Central,18:00,19:00
698201,F,1,Physics,Graduate,,Antarctica,16:00,23:00
698203,F,2,Computer Science,PhD,,Antarctica,13:00,14:00
698204,F,1,Math,Graduate,,Europe,14:00,16:00
698205,F,2,Chemistry,Graduate,,Africa,20:00,23:00
698206,F,3,IT,MS,,North America,16:00,19:00
698207,F,3,Chemical Engineering,Graduate,,Australia,11:00,12:00
698208,F,2,Aerospace,PhD,,Antarctica,15:00,20:00
698256,F,1,IT,PhD,,North America,13:00,15:00
698345,F,2,Geology,MS,,North America,11:00,13:00
698352,F,1,Math,Undergraduate,,North America,11:00,12:00
698357,F,1,IT,Graduate,,Pacific,18:00,20:00
698362,F,1,Physics,MS,,Africa,11:00,23:00
698369,F,1,Chemistry,Undergraduate,,Asia,16:00,23:00
698420,F,2,Geology,Undergraduate,,Pacific,12:00,15:00
698432,F,2,Chemistry,Undergraduate,,Africa,12:00,23:00
698463,F,3,Chemical Engineering,MS,,North America,13:00,23:00
698471,F,2,Geology,PhD,,Antarctica,12:00,13:00
698490,F,1,Aerospace,Undergraduate,,Pacific,15:00,23:00
698494,F,3,Physics,Graduate,,Africa,13:00,17:00
698498,F,1,Math,Graduate,,Asia,17:00,23:00
698507,F,3,Chemistry,MS,,Europe,12:00,14:00
698509,F,3,Computer Science,Graduate,,Australia,19:00,23:00
698586,F,2,Chemical Engineering,Graduate,,Antarctica,19:00,23:00
699007,F,2,Physics,PhD,,Pacific,14:00,16:00
699153,F,2,Math,MS,,Pacific,13:00,19:00
699435,F,1,Materials Science,PhD,,Pacific,19:00,23:00
699436,F,3,History,Graduate,,Europe,19:00,20:00
699437,F,2,Materials Science,MS,,Australia,15:00,19:00
699488,F,1,Chemistry,Graduate,,Australia,18:00,23:00
699493,F,1,IT,PhD,,Pacific,13:00,15:00
699498,F,3,Geology,Graduate,,Antarctica,19:00,23:00
699503,F,2,History,Undergraduate,,Antarctica,20:00,23:00
699651,F,1,Geology,MS,,Europe,15:00,23:00
699656,M,1,Chemical Engineering,Undergraduate,,Antarctica,17:00,23:00
699875,F,2,Math,PhD,,Central,11:00,14:00
700079,M,2,Chemistry,PhD,,Antarctica,11:00,23:00
700086,F,3,Chemical Engineering,Undergraduate,,Australia,15:00,23:00
700441,F,3,Chemistry,Undergraduate,,Australia,11:00,19:00
700458,F,1,IT,Graduate,,Australia,18:00,23:00
700815,M,1,Geology,Graduate,,Antarctica,17:00,23:00
700820,F,3,Chemistry,Graduate,,Central,20:00,23:00
1118432,F,1,Materials Science,Undergraduate,,North America,11:00,19:00
1419671,F,3,Materials Science,PhD,,Europe,9:00,19:00
1432518,M,1,History,Graduate,,North America,14:00,17:00
1453140,M,1,Geology,PhD,,Asia,10:00,14:00
1486048,F,2,Chemistry,PhD,,Australia,14:00,23:00
1526770,F,2,Math,MS,,Antarctica,19:00,23:00
1533277,F,2,Aerospace,PhD,,Africa,18:00,23:00
1536122,F,3,Physics,Undergraduate,,Europe,9:00,11:00
1536591,F,2,History,Undergraduate,,North America,10:00,13:00
1547646,F,1,Chemistry,MS,,Antarctica,19:00,23:00
1560989,F,1,IT,Undergraduate,,Asia,13:00,23:00
1563696,F,2,Computer Science,PhD,,Africa,17:00,23:00
1564706,M,3,IT,MS,,Africa,17:00,23:00
1585768,F,2,Physics,Graduate,,Africa,19:00,23:00
1623795,F,3,Chemistry,PhD,,Antarctica,13:00,18:00
1656979,M,3,IT,MS,,Europe,14:00,18:00
1664280,F,1,Chemistry,Undergraduate,,Pacific,15:00,19:00
1723749,F,2,Math,Undergraduate,,Europe,9:00,15:00
1732956,F,1,Chemical Engineering,PhD,,North America,20:00,23:00
1733023,F,2,Physics,Graduate,,Pacific,18:00,23:00
1752834,F,1,Chemistry,Graduate,,Asia,20:00,23:00
1757561,F,2,Physics,PhD,,Central,10:00,11:00
1784816,F,3,Math,Undergraduate,,Africa,12:00,19:00
1813493,M,2,Geology,MS,,Africa,15:00,23:00
1832218,F,3,IT,PhD,,Pacific,14:00,23:00
1835389,F,3,Geology,Undergraduate,,North America,18:00,23:00
1843123,F,2,Chemistry,MS,,Europe,15:00,18:00
1874935,F,3,Computer Science,MS,,Australia,20:00,23:00
1888723,F,3,Aerospace,PhD,,Pacific,15:00,17:00
1891028,F,2,Geology,PhD,,Asia,14:00,19:00
1903095,F,3,Computer Science,Undergraduate,,Asia,10:00,23:00
1926542,F,1,Physics,Graduate,,Europe,9:00,20:00
1928536,F,1,Chemical Engineering,Undergraduate,,Africa,14:00,23:00
1929491,F,2,Chemistry,PhD,,Europe,10:00,19:00
1937822,F,1,History,MS,,North America,19:00,23:00
1972832,F,1,Math,PhD,,Antarctica,18:00,20:00
1989014,F,1,Chemical Engineering,PhD,,Antarctica,10:00,15:00
1993672,F,1,IT,MS,,Central,9:00,20:00
2003628,F,3,Chemical Engineering,PhD,,Pacific,12:00,23:00
2009239,F,3,IT,Undergraduate,,Australia,10:00,20:00
2035574,F,3,Physics,MS,,Central,14:00,18:00
2045569,F,3,Computer Science,MS,,Antarctica,17:00,23:00
2049740,F,1,Materials Science,MS,,Asia,13:00,16:00
2051809,M,1,Aerospace,MS,,Central,15:00,23:00
2091096,M,2,Computer Science,PhD,,Central,13:00,23:00
2091193,M,1,Math,Graduate,,Australia,17:00,19:00
2093092,F,2,Geology,MS,,Antarctica,13:00,23:00
2103305,F,2,Computer Science,MS,,Antarctica,9:00,19:00
2108914,F,2,Math,Graduate,,Australia,12:00,23:00
2115250,F,1,Chemistry,PhD,,Central,14:00,15:00
2145101,F,3,Materials Science,MS,,Pacific,14:00,23:00
2149487,F,2,Physics,Graduate,,Central,10:00,20:00
2159336,F,1,Materials Science,PhD,,Pacific,18:00,20:00
2169127,F,3,IT,MS,,Pacific,15:00,16:00
2172163,F,2,History,Undergraduate,,Antarctica,14:00,15:00
2177423,F,3,Geology,Graduate,,Central,12:00,19:00
2187308,F,2,Geology,Undergraduate,,Africa,15:00,23:00
2192113,M,3,Geology,Undergraduate,,Asia,18:00,23:00
2207474,F,1,Materials Science,Undergraduate,,Asia,19:00,23:00
2213814,F,1,Aerospace,PhD,,Australia,10:00,13:00
2216682,M,1,Physics,PhD,,Australia,18:00,23:00
2216778,F,3,Chemistry,Graduate,,North America,9:00,17:00
2218789,F,3,Chemical Engineering,Undergraduate,,Europe,16:00,18:00
2227568,F,3,Computer Science,Graduate,,Pacific,11:00,12:00
2228010,F,3,History,PhD,,Asia,19:00,23:00
2228601,F,1,Chemical Engineering,Graduate,,North America,14:00,23:00
2229783,F,3,Aerospace,Graduate,,Antarctica,17:00,20:00
2232976,F,2,Aerospace,PhD,,Antarctica,14:00,19:00
2237567,F,1,IT,Undergraduate,,Asia,10:00,18:00
2239766,F,2,History,Graduate,,Pacific,10:00,23:00
2241250,F,2,Geology,PhD,,Central,15:00,23:00
2242067,F,3,Math,PhD,,Africa,9:00,11:00
2248243,F,2,IT,PhD,,North America,11:00,23:00
2251500,M,1,Physics,MS,,Central,12:00,23:00
2263129,F,1,History,MS,,Pacific,11:00,13:00
2264569,F,2,History,PhD,,Asia,19:00,23:00
2269561,F,1,Aerospace,MS,,Asia,20:00,23:00
2276854,F,2,Chemical Engineering,Graduate,,Asia,13:00,23:00
2278390,M,2,IT,Undergraduate,,Australia,16:00,17:00
2281286,F,2,Computer Science,Graduate,,Africa,19:00,23:00
2285017,F,3,Chemistry,Undergraduate,,Europe,18:00,23:00
2292824,M,2,Chemistry,MS,,Australia,11:00,19:00
2296716,F,2,IT,MS,,North America,10:00,23:00
2299745,F,2,History,Graduate,,Australia,12:00,16:00
2318161,F,1,Aerospace,Undergraduate,,Central,16:00,23:00
2321660,M,3,Physics,Undergraduate,,Asia,20:00,23:00
2326401,F,1,Materials Science,Graduate,,Africa,14:00,23:00
2333415,F,2,IT,Graduate,,Pacific,13:00,16:00
2344216,M,3,Physics,PhD,,Asia,14:00,23:00
2346145,F,3,IT,Graduate,,Antarctica,9:00,23:00
2349805,F,3,Chemical Engineering,MS,,Australia,16:00,23:00
2353764,F,3,Aerospace,Graduate,,Asia,9:00,18:00
2357372,F,2,Chemical Engineering,Undergraduate,,Asia,17:00,23:00
2363168,F,3,Geology,Graduate,,Asia,15:00,23:00
2375759,F,1,History,MS,,Europe,11:00,19:00
2385665,F,3,Physics,Undergraduate,,Australia,20:00,23:00
2386867,F,3,Chemical Engineering,PhD,,North America,16:00,20:00
2394741,F,2,Computer Science,Undergraduate,,North America,16:00,20:00
2399380,F,3,IT,MS,,Pacific,11:00,23:00
2401304,F,1,Chemical Engineering,MS,,Antarctica,16:00,23:00
2407594,F,1,History,MS,,Antarctica,17:00,23:00
2410544,M,2,History,PhD,,Africa,14:00,23:00
2414945,M,3,Geology,Graduate,,Europe,16:00,23:00
2423078,M,1,Math,MS,,North America,15:00,16:00
2426442,F,2,Geology,Undergraduate,,Australia,9:00,20:00
2426864,F,2,Geology,Undergraduate,,Central,14:00,17:00
2428341,F,1,Geology,Graduate,,Antarctica,19:00,23:00
2432551,M,1,Physics,MS,,Pacific,14:00,16:00
2436711,F,2,Computer Science,Graduate,,Africa,14:00,23:00
2444705,F,1,Aerospace,PhD,,Africa,16:00,23:00
2446694,M,1,Aerospace,MS,,Pacific,14:00,17:00
2448699,F,1,Aerospace,PhD,,North America,13:00,23:00
2449399,F,1,Aerospace,Undergraduate,,Australia,20:00,23:00
2454351,F,2,History,Graduate,,Australia,14:00,23:00
2459279,F,2,Physics,Graduate,,Australia,10:00,23:00
2462576,F,3,History,MS,,Central,14:00,16:00
2464901,F,1,Physics,Undergraduate,,Pacific,19:00,23:00
2475591,F,2,IT,PhD,,Africa,13:00,23:00
2482994,F,2,Physics,Undergraduate,,Europe,17:00,23:00
2486159,F,2,Materials Science,Graduate,,Europe,17:00,23:00
2487430,F,2,Physics,PhD,,Asia,15:00,20:00
2487573,F,2,Geology,PhD,,North America,14:00,23:00
2494258,F,3,Materials Science,PhD,,North America,16:00,23:00
2497189,F,1,IT,Undergraduate,,Asia,19:00,20:00
2497624,F,2,IT,PhD,,Asia,14:00,23:00
2511519,F,1,Computer Science,Graduate,,Asia,11:00,17:00
2520290,F,3,History,MS,,Europe,14:00,23:00
2520649,F,2,Geology,Undergraduate,,Europe,18:00,23:00
2537934,M,2,Materials Science,MS,,Africa,18:00,23:00
2542310,F,2,Physics,Undergraduate,,Asia,16:00,23:00
2545047,F,1,Computer Science,PhD,,Central,20:00,23:00
2552708,M,3,Chemical Engineering,Undergraduate,,Africa,13:00,23:00
2559992,F,1,Chemistry,Graduate,,Australia,13:00,20:00
2567715,M,1,Physics,PhD,,Central,14:00,23:00
2570396,F,3,Chemical Engineering,Graduate,,North America,18:00,23:00
2576637,F,2,Chemistry,Graduate,,Pacific,12:00,23:00
2578532,F,2,History,MS,,Europe,17:00,23:00
2580626,F,3,Computer Science,PhD,,Central,9:00,20:00
2594368,F,2,Chemistry,PhD,,Australia,11:00,16:00
2599784,F,1,Materials Science,PhD,,North America,18:00,23:00
2603061,F,2,Chemistry,Undergraduate,,Pacific,19:00,23:00
2603534,F,1,Geology,Undergraduate,,Asia,11:00,18:00
2609768,F,1,Chemical Engineering,Undergraduate,,Antarctica,19:00,23:00
2610170,F,3,Materials Science,PhD,,Europe,17:00,20:00
2610745,F,1,History,MS,,Australia,11:00,23:00
2611512,F,1,Aerospace,Graduate,,Asia,18:00,23:00
2614271,F,1,Chemistry,MS,,Pacific,12:00,23:00
2614777,F,2,Physics,Undergraduate,,Europe,16:00,23:00
2622652,F,1,Geology,Undergraduate,,Asia,10:00,16:00
2623656,F,1,History,PhD,,Europe,15:00,23:00
2627398,F,2,Physics,MS,,Europe,16:00,17:00
2627493,F,2,Materials Science,Undergraduate,,Antarctica,16:00,23:00
2629503,F,3,Physics,Undergraduate,,Central,17:00,19:00
2631298,F,1,Materials Science,MS,,Central,18:00,23:00
2634319,F,3,Materials Science,PhD,,Africa,14:00,17:00
2638403,F,2,Materials Science,PhD,,Africa,9:00,17:00
2660510,F,1,History,PhD,,Africa,10:00,13:00
2670300,F,3,Aerospace,Graduate,,Europe,12:00,23:00
2677541,F,1,Aerospace,Undergraduate,,North America,12:00,19:00
2681505,F,1,Math,PhD,,Antarctica,14:00,23:00
2681940,F,2,Geology,PhD,,North America,12:00,15:00
2682693,M,1,Chemical Engineering,PhD,,Australia,10:00,19:00
2684107,F,1,Math,MS,,Asia,13:00,23:00
2685247,F,1,Aerospace,MS,,Africa,10:00,12:00
2687739,F,1,Math,MS,,Asia,16:00,20:00
2687858,F,3,IT,Graduate,,Africa,15:00,20:00
2688495,F,3,Geology,Undergraduate,,Australia,18:00,23:00
2688945,F,3,Computer Science,PhD,,Central,9:00,23:00
2692969,F,1,Physics,MS,,Australia,20:00,23:00
2694919,F,3,History,Graduate,,North America,14:00,23:00
2698577,F,3,IT,PhD,,Central,15:00,23:00
2698588,F,1,Materials Science,PhD,,Australia,19:00,23:00
2698591,F,3,Chemistry,PhD,,Antarctica,19:00,23:00
28418,F,2,Aerospace,Undergraduate,,Australia,12:00,17:00
29764,M,3,History,Undergraduate,,Pacific,16:00,23:00
29820,M,3,Aerospace,MS,,Europe,10:00,23:00
40333,M,2,Math,Undergraduate,,Australia,19:00,23:00
40604,M,3,Geology,Graduate,,Asia,20:00,23:00
42638,M,1,History,Undergraduate,,Pacific,20:00,23:00
45664,M,2,Physics,Graduate,,Europe,17:00,23:00
46605,M,3,Computer Science,PhD,,Europe,11:00,17:00
49119,M,3,Chemical Engineering,MS,,Antarctica,19:00,23:00
50263,M,1,Chemistry,MS,,North America,17:00,23:00
51576,F,2,Math,PhD,,Europe,12:00,18:00
54391,M,3,Physics,MS,,North America,9:00,14:00
57340,F,2,Aerospace,Graduate,,Central,17:00,20:00
59541,M,3,History,Graduate,,Africa,11:00,18:00
62278,M,1,Geology,MS,,North America,16:00,23:00
64296,M,2,Aerospace,Undergraduate,,Central,15:00,23:00
66254,F,3,Materials Science,Graduate,,Asia,16:00,17:00
69489,M,3,Physics,MS,,Europe,10:00,18:00
69494,F,1,History,Undergraduate,,Pacific,17:00,23:00
69703,M,3,Chemistry,PhD,,North America,10:00,14:00
70381,M,3,Geology,MS,,Pacific,10:00,15:00
70771,M,1,Chemistry,PhD,,Antarctica,20:00,23:00
74290,M,3,Chemistry,Graduate,,Europe,10:00,23:00
75454,M,1,Physics,Graduate,,Australia,17:00,23:00
75469,M,3,Chemistry,PhD,,North America,11:00,23:00
75728,F,3,Aerospace,Graduate,,Antarctica,9:00,19:00
79461,M,1,Chemical Engineering,PhD,,Asia,17:00,18:00
80329,M,2,Aerospace,Graduate,,North America,18:00,23:00
82575,M,2,Chemical Engineering,Graduate,,Antarctica,10:00,15:00
83219,F,1,Physics,MS,,Antarctica,15:00,23:00
83453,M,1,Chemistry,Graduate,,Australia,19:00,23:00
84299,M,3,IT,PhD,,Central,15:00,19:00
86047,F,3,Chemical Engineering,Graduate,,Central,14:00,20:00
88758,M,2,Physics,Graduate,,Africa,9:00,16:00
94484,M,2,Aerospace,MS,,North America,18:00,23:00
95906,F,2,Chemistry,Undergraduate,,North America,18:00,23:00
96538,M,1,Math,PhD,,Central,13:00,23:00
97486,M,2,Computer Science,Undergraduate,,Africa,15:00,23:00
100621,M,3,Geology,Graduate,,Europe,9:00,17:00
105523,M,1,Geology,MS,,Australia,15:00,16:00
107028,M,1,Aerospace,Undergraduate,,North America,19:00,23:00
107339,F,1,Math,Graduate,,Australia,12:00,23:00
108834,M,3,History,Undergraduate,,Africa,20:00,23:00
108947,M,1,Aerospace,MS,,Africa,12:00,15:00
116174,M,1,Computer Science,PhD,,North America,9:00,18:00
116518,M,1,Materials Science,MS,,Europe,14:00,16:00
117232,M,3,Chemical Engineering,PhD,,Africa,15:00,17:00
118098,M,1,Math,MS,,Antarctica,12:00,16:00
119353,M,3,Materials Science,Undergraduate,,Central,16:00,19:00
119729,M,1,Chemical Engineering,Graduate,,Australia,20:00,23:00
122392,M,3,Aerospace,MS,,Africa,17:00,23:00
123598,M,2,History,PhD,,Pacific,10:00,23:00
124124,F,2,IT,MS,,Africa,12:00,23:00
124193,M,2,Aerospace,Undergraduate,,Asia,15:00,23:00
126337,M,1,Computer Science,PhD,,Pacific,20:00,23:00
126394,M,1,Aerospace,PhD,,Africa,17:00,18:00
126395,M,1,History,Undergraduate,,Australia,18:00,23:00
128510,F,1,Chemistry,Graduate,,Australia,11:00,17:00
129198,F,1,Materials Science,MS,,Antarctica,18:00,23:00
129638,F,1,Geology,PhD,,Africa,14:00,16:00
129878,M,1,History,MS,,Pacific,9:00,11:00
131145,M,2,Math,Undergraduate,,North America,19:00,23:00
131695,F,2,Materials Science,MS,,Antarctica,18:00,19:00
131933,M,2,Geology,PhD,,North America,12:00,14:00
132191,M,1,Math,Undergraduate,,Australia,15:00,23:00
133104,M,2,Geology,MS,,Europe,16:00,17:00
134025,M,3,Chemistry,Undergraduate,,Europe,17:00,23:00
135330,M,3,Geology,PhD,,Australia,18:00,23:00
135792,M,2,Materials Science,PhD,,Pacific,13:00,15:00
139190,M,3,Math,MS,,Pacific,18:00,23:00
142935,F,1,Physics,MS,,Central,15:00,18:00
145282,M,3,Aerospace,MS,,Europe,13:00,14:00
146125,M,1,Chemistry,MS,,Australia,10:00,15:00
147675,M,2,Math,MS,,Europe,12:00,16:00
151549,M,1,IT,Graduate,,Asia,20:00,23:00
152428,F,3,History,MS,,Pacific,13:00,16:00
152962,F,1,Math,PhD,,Antarctica,10:00,19:00
153687,F,1,Materials Science,MS,,Australia,12:00,23:00
153788,M,2,Materials Science,MS,,North America,13:00,16:00
155067,M,1,Chemical Engineering,PhD,,Central,12:00,18:00
155963,M,1,Computer Science,PhD,,Central,9:00,20:00
157310,F,3,Chemical Engineering,Undergraduate,,Asia,16:00,23:00
160300,M,2,Aerospace,Graduate,,Pacific,10:00,17:00
162650,M,2,IT,PhD,,Antarctica,10:00,16:00
165647,F,2,Geology,PhD,,North America,20:00,23:00
165733,M,3,Math,Graduate,,Pacific,15:00,17:00
166160,F,3,IT,PhD,,North America,16:00,23:00
167791,M,1,Physics,Graduate,,Africa,19:00,23:00
168178,M,1,Math,PhD,,Africa,16:00,20:00
169380,M,3,Computer Science,Graduate,,Australia,13:00,23:00
170025,F,2,Aerospace,Graduate,,Asia,20:00,23:00
170864,M,2,Physics,Graduate,,Antarctica,15:00,20:00
171896,F,2,Computer Science,Graduate,,Asia,20:00,23:00
172301,M,3,Math,PhD,,Pacific,17:00,23:00
172965,M,2,Math,MS,,Pacific,18:00,23:00
174807,F,2,Math,MS,,Pacific,15:00,23:00
175490,F,2,Materials Science,MS,,Africa,20:00,23:00
177967,M,2,Chemistry,PhD,,Central,10:00,20:00
178072,M,2,Chemistry,PhD,,Asia,13:00,15:00
178496,M,2,History,Undergraduate,,North America,16:00,19:00
178654,F,2,Chemistry,PhD,,Europe,9:00,12:00
179904,M,1,IT,Graduate,,Europe,9:00,23:00
180976,M,3,History,Graduate,,Europe,16:00,20:00
183331,M,3,Math,Graduate,,Antarctica,20:00,23:00
187435,F,2,Computer Science,MS,,North America,12:00,18:00
189428,F,2,Chemical Engineering,PhD,,Pacific,10:00,20:00
189624,M,1,IT,PhD,,Central,11:00,14:00
191000,M,3,Chemical Engineering,MS,,Pacific,14:00,15:00
191797,F,2,Math,Graduate,,Australia,10:00,16:00
193163,M,2,Materials Science,MS,,North America,16:00,23:00
194377,F,1,Chemical Engineering,Graduate,,Europe,13:00,23:00
197486,M,3,Physics,Graduate,,North America,13:00,20:00
198902,M,1,Aerospace,MS,,Asia,11:00,23:00
200372,M,3,Physics,MS,,Antarctica,14:00,23:00
201327,M,3,Chemistry,MS,,Europe,17:00,18:00
203707,M,1,Chemistry,PhD,,North America,20:00,23:00
204725,M,1,History,MS,,Europe,9:00,18:00
205398,M,1,Aerospace,MS,,North America,13:00,23:00
205425,M,2,Geology,PhD,,Antarctica,12:00,13:00
206245,M,1,Computer Science,Undergraduate,,Pacific,16:00,20:00
206599,M,2,Chemistry,Graduate,,Australia,17:00,23:00
227192,M,1,Materials Science,Graduate,,Europe,18:00,23:00
227752,F,3,History,PhD,,Africa,18:00,20:00
227833,F,3,Computer Science,MS,,Africa,17:00,23:00
228153,M,3,Math,MS,,Africa,19:00,23:00
228743,M,2,Physics,MS,,Pacific,16:00,18:00
229499,M,2,Math,PhD,,Antarctica,16:00,23:00
230340,M,1,Aerospace,Graduate,,Australia,15:00,23:00
230761,M,1,Geology,PhD,,Europe,19:00,23:00
231339,F,3,IT,Graduate,,Australia,10:00,19:00
232833,M,3,Geology,Graduate,,North America,17:00,19:00
233444,M,2,Chemical Engineering,Graduate,,Pacific,17:00,20:00
234068,M,3,Chemistry,MS,,North America,14:00,23:00
234311,M,1,Math,Undergraduate,,Pacific,11:00,15:00
234740,M,1,History,PhD,,Asia,15:00,23:00
235175,M,2,Geology,Graduate,,North America,10:00,17:00
236205,M,1,Physics,MS,,Europe,11:00,15:00
236620,M,2,Computer Science,MS,,Antarctica,19:00,20:00
237934,M,3,Aerospace,PhD,,North America,10:00,14:00
239707,M,1,Materials Science,MS,,Central,15:00,19:00
241955,M,2,Physics,Graduate,,Europe,11:00,15:00
242778,M,3,Chemical Engineering,Graduate,,North America,13:00,15:00
242858,M,2,Materials Science,PhD,,Antarctica,9:00,16:00
243351,M,3,Chemical Engineering,PhD,,Pacific,10:00,15:00
244902,M,3,Materials Science,MS,,Pacific,10:00,23:00
244977,M,2,Physics,Graduate,,Central,15:00,23:00
245217,M,2,Math,PhD,,Pacific,14:00,15:00
245494,M,2,Chemistry,MS,,Central,12:00,23:00
246248,F,3,Physics,Undergraduate,,Europe,9:00,12:00
247819,M,1,Physics,Undergraduate,,Australia,14:00,23:00
248252,F,1,Math,PhD,,Australia,11:00,23:00
250092,M,1,Chemistry,MS,,Europe,10:00,19:00
251385,F,3,Computer Science,Graduate,,Central,15:00,18:00
253859,M,1,Physics,MS,,Antarctica,14:00,23:00
255140,M,2,Aerospace,Undergraduate,,North America,18:00,23:00
255310,M,3,Math,MS,,Pacific,10:00,12:00
256532,M,1,Chemical Engineering,Graduate,,Pacific,10:00,20:00
260062,M,3,Chemistry,Undergraduate,,Antarctica,19:00,23:00
260949,F,1,Aerospace,PhD,,North America,10:00,17:00
261042,M,3,Chemical Engineering,MS,,North America,14:00,15:00
261265,M,3,IT,PhD,,North America,19:00,23:00
261615,M,1,Aerospace,PhD,,Antarctica,18:00,23:00
262391,F,3,Physics,PhD,,North America,11:00,19:00
264159,M,1,Aerospace,PhD,,Central,14:00,17:00
264285,M,2,IT,Undergraduate,,Central,16:00,23:00
266040,M,1,Chemistry,PhD,,Antarctica,17:00,23:00
266558,M,1,Aerospace,Undergraduate,,Central,19:00,23:00
266915,M,2,Materials Science,MS,,Europe,15:00,23:00
267118,F,3,Chemical Engineering,PhD,,Central,13:00,18:00
268018,M,2,Physics,MS,,Antarctica,11:00,14:00
268127,F,1,Chemistry,PhD,,Europe,14:00,23:00
269676,M,2,Physics,Graduate,,Europe,16:00,23:00
272103,M,2,Aerospace,MS,,Pacific,16:00,23:00
277577,F,3,IT,PhD,,North America,13:00,23:00
277809,M,2,IT,PhD,,Africa,20:00,23:00
278861,M,1,Aerospace,Undergraduate,,Europe,11:00,23:00
279868,F,1,Computer Science,Undergraduate,,Pacific,10:00,14:00
279883,M,3,Math,Graduate,,Australia,15:00,16:00
281261,M,2,Geology,Graduate,,Africa,13:00,23:00
281801,M,3,Geology,PhD,,Pacific,13:00,14:00
282193,M,1,Math,Graduate,,Europe,10:00,23:00
283798,M,3,Aerospace,MS,,Australia,18:00,23:00
284812,M,1,Chemical Engineering,PhD,,Europe,13:00,16:00
285170,M,3,IT,PhD,,Australia,17:00,23:00
285475,M,1,Computer Science,Graduate,,North America,20:00,23:00
289009,M,1,Materials Science,PhD,,Pacific,15:00,23:00
289397,M,3,Aerospace,Graduate,,Asia,12:00,23:00
290382,M,2,Aerospace,Undergraduate,,Africa,20:00,23:00
291805,F,3,Aerospace,Graduate,,Asia,11:00,15:00
294578,M,1,IT,Graduate,,Antarctica,16:00,20:00
295893,M,3,Physics,MS,,Africa,13:00,23:00
296411,M,1,Chemistry,MS,,Central,18:00,23:00
298040,F,3,IT,PhD,,Antarctica,16:00,19:00
300059,M,3,Computer Science,MS,,Australia,14:00,19:00
300594,M,3,Math,PhD,,North America,9:00,13:00
300611,M,1,Computer Science,Graduate,,Africa,14:00,18:00
301232,M,1,Geology,MS,,Africa,13:00,19:00
305783,M,1,Physics,PhD,,North America,17:00,19:00
305876,M,1,Chemistry,Graduate,,Australia,15:00,23:00
305974,M,3,Computer Science,MS,,Pacific,20:00,23:00
306150,M,1,Physics,Graduate,,North America,17:00,23:00
308391,M,2,Math,Graduate,,Antarctica,19:00,23:00
308918,F,3,Computer Science,PhD,,Europe,15:00,23:00
309118,M,3,History,PhD,,Asia,11:00,23:00
309515,F,3,Computer Science,Graduate,,Africa,9:00,14:00
